headline,source,label
U.S. Companies Offering Abortion Benefits for 'Worker Rights' Are Complicit in China's Human Rights Abuses,Townhall,right
You shouldn’t have to ask your boss for an abortion,Vox,left
Cease-Fire in Gaza Begins as Israel Says It Pulls Troops,New York Times (News),left
Israel declares 'mission accomplished' as troops leave Gaza for cease-fire,CNN (Online News),left
Israel says ground troops out of Gaza as cease-fire takes effect,Fox News (Online News),right
Arkansas governor vetoes bill banning medical treatment for young trans people,The Guardian,left
Arkansas Gov. Asa Hutchinson Vetoes Bill To Ban Transgender Surgery For Minors,The Daily Caller,right
Arkansas governor vetoes bill that would bar transgender treatments for youth,Reuters,center
Websites rumble back to life after Fastly-linked outage,Reuters,center
"Servers Down: UK Government, Amazon, CNN, Newspaper Websites Impacted",Breitbart News,right
"Major websites experience outages, including the New York Times, CNN and Amazon Web Services",Washington Post,left
White House Still Won’t Say When Trump Last Tested Negative For Coronavirus,The Daily Caller,right
We Still Don't Know When President Trump Last Tested Negative for COVID-19. Here's Why That's a Big Deal,Time Magazine,left
Biden: 'We shouldn't have' second debate if Trump still has COVID-19,The Hill,center
U.S. Steps Up Show of Force in Korea,Wall Street Journal (News),center
U.S. Stealth Jets Join South Korea Military Drills,HuffPost,left
US sends F-22 jets to join South Korea drills,Fox News (Online News),right
"Trump administration releases hard-line immigration principles, threatening deal on ‘dreamers’",Washington Post,left
Trump’s DACA demands met with outrage from ‘Chuck and Nancy’,Fox News (Online News),right
Trump demands border wall funds for Dreamer proposal,The Hill,center
Michael Cohen Testifies,The Hill,center
Cohen testimony: Trump's former lawyer says Trump knew Stone talked to WikiLeaks,CNN (Online News),left
"Cohen to accuse Trump of knowing about Roger Stone-WikiLeaks plot, but deny 'direct evidence' of Russia collusion",Fox News (Online News),right
White House considering payments of $450K — per person — to immigrant families separated at border,New York Post (News),right
"The Biden administration is considering $450,000 payments to families separated at the border under Trump",Insider,left
"Family Members Separated at Border May Each Get Up to $450,000",New York Times (News),left
Trump’s daughter-in-law pushes his propaganda: Lara Trump launches “real news” show to praise the president,Salon,left
Trump debuts 'real news' show hosted by daughter-in-law,The Hill,center
Trump’s daughter-in-law launches ‘real news’ videos to praise president,New York Post (News),right
"No, you’re not imagining it — package sizes are shrinking",Associated Press,left
"What Is Shrinkflation? Dorito's, Domino's Pizza, Toblerone Downsize on Inflation",Bloomberg,left
Shrinkflation: Cereal Brand Cuts Amount Per Box By 17%; Toilet Paper Brand Slashes Roll Size 24%,The Daily Wire,right
Benghazi Emails Released,Wall Street Journal (News),center
Benghazi: New Emails Confirm State Dep't Drove Political Edits to Talking Points,Townhall,right
State fretted over Benghazi talking points,Politico,left
Biden caught on hot mic calling Fox reporter 'a stupid son of a bitch',CNN (Online News),left
Biden curses Fox News reporter after he asks about inflation,Reuters,center
Biden Calls Fox News Reporter a ‘Stupid Son of a B****’ for Asking about Inflation Impact on Midterms,National Review,right
Arkansas governor cites his son while rejecting religious freedom bill. That says it all.,Washington Post,left
"Arkansas passes 'religious freedom' bill similar to new Indiana law, sparking more protests",Fox News (Online News),right
Arkansas Governor Calls for Changes to Religious-Freedom Bill,Wall Street Journal (News),center
Biden slams 'Putin's price hike' as high gas prices add to Democrats' woes,CNN (Online News),left
Who’s really responsible for our pain at the pump?,Guest Writer - Center,center
Why Biden energy policies have contributed to surging oil prices,New York Post (News),right
Brief Supporting Same-Sex Marriage Gets More Republican Support,New York Times (News),left
GOP support for gay marriage,CNN (Online News),left
Obama nears deadline on gay marriage decision,Townhall,right
Speed Is Cited as Possible Cause of Deadly Train Crash in Bronx,New York Times (News),left
"New York passenger train derails, killing 4 and hindering Monday commutes",CNN (Online News),left
NTSB analyzing data recorders to determine cause of deadly NYC train derailment,Fox News (Online News),right
‘CDC Leadership Never Cleared’ — White House Task Force Rejects AP Report On Shelved Reopening Guidance,The Daily Caller,right
"Guidelines drafted by CDC were rejected by Trump administration citing religious freedom, economic concerns",The Hill,center
White House Rejects C.D.C.’s Coronavirus Reopening Plan,New York Times (News),left
Honduras to accept more asylum seekers under latest U.S. immigration deal,Reuters,center
Build the Wall but Let More People Through the Doors,Wall Street Journal (Opinion),right
Migrants on the Front Lines of Global Class War,Jacobin,left
Ticket-splitters could play key role in battleground states,The Hill,center
"Ticket-splitters poised to shake up election tallies in Pennsylvania, Georgia, New Hampshire",Washington Times,right
Split tickets and the Biden effect: What to watch in Georgia’s election,Atlanta Journal-Constitution,left
Trump threatens to veto defense bill over tech liability shield,The Hill,center
Trump Demands Repeal of Section 230 Tech Liability Shield,Newsmax (News),right
Trump threatens to veto defense bill over social media rule,Politico,left
Johnson asks DOJ watchdog to investigate Mueller team phones over erased information,The Hill,center
Trump attacks Robert Mueller's 'hit squad' in row over 'wiped' phones,The Guardian,left
Mueller’s Team Members ‘Accidentally’ Wiped Phones Clean of Data,Breitbart News,right
Activists converge on home of Fox's Tucker Carlson: 'You are not safe',The Hill,center
A Mob Showed Up Outside Tucker Carlson’s House and Ordered Him to ‘Leave Town',The Daily Caller,right
"Antifa group chants outside, vandalizes Fox commentator Tucker Carlson's home",NBC News (Online),left
"Ex-Virginia governor, wife found guilty on corruption charges",Fox News (Online News),right
Ex-Va. governor guilty of public corruption,USA TODAY,left
Robert McDonnell guilty of 11 corruption counts,Washington Post,left
Only 3 countries have rolled back abortion rights since 1994,Axios,center
Abortion laws worldwide: In what countries is abortion legal?,NBC News (Online),left
Countries that slammed leaked abortion decision have more restrictions than US,Washington Examiner,right
Biden's 'symbolic' ethanol move will do little to help crunched consumers,Washington Examiner,right
'Short-term thinking': Environmentalists push back on Biden's ethanol expansion,NBC News (Online),left
Biden wants to let people buy blended gasoline to lower prices. There’s just one big problem,Fortune,center
Ian downgraded to post-tropical cyclone as it lashes Carolinas; Florida officials report more deaths,Fox News (Online News),right
Hurricane Ian strikes South Carolina after leaving at least 42 reported dead and millions without power across Florida,CNN (Online News),left
"Ian makes second official landfall, as Category 1 storm in South Carolina",Axios,center
"ANALYSIS: Hillary Wounded But Winning, Trump Leads Intense Three-Man Fight on GOP Side",Townhall,right
"Donald Trump, Hillary Clinton Step Forward in Tumultuous Political Season",Wall Street Journal (News),center
South Carolina and Nevada Takeaways: Messages Get Results,New York Times (News),left
White supremacy and hate are haunting Asian Americans,CNN (Online News),left
White House says Trump's COVID language elevated threat to Asian Americans,Washington Examiner,right
"A hate crime? Georgia attacks that killed mostly Asian women raise questions of bias, motive",USA TODAY,left
Biden to honor forgotten victims of Tulsa race massacre,Associated Press Fact Check,left
Biden unveils effort to eliminate unfair appraisals in Black communities as Tulsa tragedy remembered,Washington Times,right
Biden to meet with three survivors of Tulsa Race Massacre in visit to once-thriving 'Black Wall Street',USA TODAY,left
Biden's eye-on-the-prize strategy,Axios,center
"Biden, a President who doesn't insult people -- or our intelligence",Frida Ghitis,left
Joe Biden clears very low bar at first press conference,Eddie Scarry,right
McCain Urges Republicans: Don't Filibuster Gun Control,HuffPost,left
White House looks to salvage gun-control legislation,Washington Times,right
"With threat of filibuster, does tougher gun control have a future?",Christian Science Monitor,center
Biden meets with Saudi crown prince amid tensions over Khashoggi murder,NBC News (Online),left
Biden fist bumps MBS after arriving in Saudi Arabia,Axios,center
Biden Greets Saudi Crown Prince with Fist Bump,National Review,right
Zuckerberg tells Rogan FBI warning prompted Biden laptop story censorship,BBC News,center
Mark Zuckerberg tells Joe Rogan Facebook was wrong to ban The Post’s Hunter Biden laptop story,New York Post (News),right
Joe Rogan asked Mark Zuckerberg if he 'censored' the Hunter Biden laptop story. The CEO used the opportunity to defend the FBI as a 'legitimate institution.',Insider,left
No Breakthrough After First Virtual Summit for Biden and Xi,The Epoch Times,right
"China hails Xi and Biden talks, after year of growing strain",Associated Press,left
"'Healthy debate,' but no breakthroughs in Biden's critical talks with China's Xi Jinping",CNN (Online News),left
Supreme Court won’t revive school’s transgender bathroom ban,Associated Press,left
"Supreme Court will not hear transgender bathroom rights dispute, a win for Va. student who sued his school for discrimination",Washington Post,left
"Supreme Court Declines to Take Up Transgender Bathroom Case, Leaving in Place Victory for Trans Student",National Review,right
Boris Johnson's Brexit Plans Hit Turbulence After Conservative Defection,NPR (Online News),left
Boris Johnson calls for SNAP ELECTION after Remainer MPs WIN vote to seize control of Commons by 328 to 301 - but Jeremy Corbyn says law to stop No Deal must be passed BEFORE a poll,Daily Mail,right
Boris Johnson suffers Commons defeat as Tories turn against him,The Guardian,left
NYT/Siena Poll Suggests Political Environment Turning Toward Republicans,Charles C. W. Cooke,right
Trump nips Biden in New York Times poll among likely voters,The Hill,center
